id	label
NCBIGene:7148	TNXB
NCBIGene:715	C1R
NCBIGene:716	C1S
NCBIGene:126792	B3GALT6
NCBIGene:55033	FKBP14
NCBIGene:91252	SLC39A13
NCBIGene:29940	DSE
NCBIGene:1303	COL12A1
NCBIGene:9509	ADAMTS2
NCBIGene:1278	COL1A2
NCBIGene:1281	COL3A1
NCBIGene:1289	COL5A1
NCBIGene:1290	COL5A2
NCBIGene:84627	ZNF469
NCBIGene:113189	CHST14
NCBIGene:165	AEBP1
NCBIGene:5351	PLOD1
NCBIGene:11285	B4GALT7
NCBIGene:11107	PRDM5
