# curie_map:
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/16742bea-f654-4d5a-8433-46c7c4bc047e
subject_id	subject_label	predicate_id	object_id	mapping_justification	subject_source	object_source
UBERON:2000440	superior raphe nucleus	oio:hasDbXref	ZFA:0000440	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000448	tertiary gustatory nucleus	oio:hasDbXref	ZFA:0000448	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000449	torus longitudinalis	oio:hasDbXref	ZFA:0000449	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000454	ventral accessory optic nucleus	oio:hasDbXref	ZFA:0000454	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000459	ventromedial thalamic nucleus	oio:hasDbXref	ZFA:0000459	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000475	paraventricular organ	oio:hasDbXref	ZFA:0000475	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000480	caudal octavolateralis nucleus	oio:hasDbXref	ZFA:0000480	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000481	caudal preglomerular nucleus	oio:hasDbXref	ZFA:0000481	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000482	caudal tuberal nucleus	oio:hasDbXref	ZFA:0000482	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000485	central nucleus inferior lobe	oio:hasDbXref	ZFA:0000485	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000502	dorsal motor nucleus trigeminal nerve	oio:hasDbXref	ZFA:0000502	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000512	facial lobe	oio:hasDbXref	ZFA:0000512	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000516	periventricular grey zone	oio:hasDbXref	ZFA:0000516	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000517	glossopharyngeal lobe	oio:hasDbXref	ZFA:0000517	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000523	inferior reticular formation	oio:hasDbXref	ZFA:0000523	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000532	lateral division	oio:hasDbXref	ZFA:0000532	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000540	magnocellular octaval nucleus	oio:hasDbXref	ZFA:0000540	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000542	medial column	oio:hasDbXref	ZFA:0000542	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000551	nucleus lateralis valvulae	oio:hasDbXref	ZFA:0000551	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000573	internal cellular layer	oio:hasDbXref	ZFA:0000573	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000580	rostral preglomerular nucleus	oio:hasDbXref	ZFA:0000580	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000581	rostral tuberal nucleus	oio:hasDbXref	ZFA:0000581	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000582	saccus dorsalis	oio:hasDbXref	ZFA:0000582	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000589	sulcus ypsiloniformis	oio:hasDbXref	ZFA:0000589	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000593	superior reticular formation medial column	oio:hasDbXref	ZFA:0000593	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000597	telencephalic tracts	oio:hasDbXref	ZFA:0000597	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000599	torus semicircularis	oio:hasDbXref	ZFA:0000599	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000603	valvula cerebelli	oio:hasDbXref	ZFA:0000603	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000609	ventrolateral nucleus	oio:hasDbXref	ZFA:0000609	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000611	visceromotor column	oio:hasDbXref	ZFA:0000611	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000629	caudal motor nucleus of abducens	oio:hasDbXref	ZFA:0000629	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000630	caudal parvocellular preoptic nucleus	oio:hasDbXref	ZFA:0000630	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000633	caudal tuberculum	oio:hasDbXref	ZFA:0000633	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000636	cerebellar crest	oio:hasDbXref	ZFA:0000636	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000638	commissura rostral, pars dorsalis	oio:hasDbXref	ZFA:0000638	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000645	descending octaval nucleus	oio:hasDbXref	ZFA:0000645	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000647	dorsal caudal thalamic nucleus	oio:hasDbXref	ZFA:0000647	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000654	rostral motor nucleus of abducens	oio:hasDbXref	ZFA:0000654	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000687	superficial pretectum	oio:hasDbXref	ZFA:0000687	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000693	tangential nucleus	oio:hasDbXref	ZFA:0000693	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000703	ventral motor nucleus trigeminal nerve	oio:hasDbXref	ZFA:0000703	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000707	ventral zone	oio:hasDbXref	ZFA:0000707	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000710	viscerosensory commissural nucleus of Cajal	oio:hasDbXref	ZFA:0000710	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000766	granular layer valvula cerebelli	oio:hasDbXref	ZFA:0000766	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000779	lateral forebrain bundle telencephalon	oio:hasDbXref	ZFA:0000779	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000815	nucleus of medial longitudinal fasciculus of medulla	oio:hasDbXref	ZFA:0000815	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000826	central nucleus torus semicircularis	oio:hasDbXref	ZFA:0000826	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000910	medial forebrain bundle telencephalon	oio:hasDbXref	ZFA:0000910	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000913	molecular layer valvula cerebelli	oio:hasDbXref	ZFA:0000913	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000941	nucleus of the medial longitudinal fasciculus synencephalon	oio:hasDbXref	ZFA:0000941	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000984	superior reticular formation tegmentum	oio:hasDbXref	ZFA:0000984	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000985	ventral rhombencephalic commissure medulla oblongata	oio:hasDbXref	ZFA:0000985	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2000997	medial funicular nucleus trigeminal nuclei	oio:hasDbXref	ZFA:0000997	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001340	nucleus of the tract of the postoptic commissure	oio:hasDbXref	ZFA:0001340	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001341	intervening zone	oio:hasDbXref	ZFA:0001341	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001343	telencephalon diencephalon boundary	oio:hasDbXref	ZFA:0001343	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001347	stratum fibrosum et griseum superficiale	oio:hasDbXref	ZFA:0001347	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001348	stratum marginale	oio:hasDbXref	ZFA:0001348	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001349	stratum opticum	oio:hasDbXref	ZFA:0001349	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001352	stratum periventriculare	oio:hasDbXref	ZFA:0001352	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001357	alar plate midbrain	oio:hasDbXref	ZFA:0001357	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2001366	tract of the postoptic commissure	oio:hasDbXref	ZFA:0001366	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002174	octaval nerve motor nucleus	oio:hasDbXref	ZFA:0001697	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002175	rostral octaval nerve motor nucleus	oio:hasDbXref	ZFA:0001698	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002176	caudal octaval nerve motor nucleus	oio:hasDbXref	ZFA:0001699	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002185	climbing fiber	oio:hasDbXref	ZFA:0001711	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002192	dorsolateral motor nucleus of vagal nerve	oio:hasDbXref	ZFA:0001695	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002202	intermediate nucleus	oio:hasDbXref	ZFA:0001669	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002207	medial motor nucleus of vagal nerve	oio:hasDbXref	ZFA:0001696	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002210	mossy fiber	oio:hasDbXref	ZFA:0001710	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002218	parallel fiber, teleost	oio:hasDbXref	ZFA:0001713	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002219	parvocellular preoptic nucleus	oio:hasDbXref	ZFA:0001680	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002226	preglomerular nucleus	oio:hasDbXref	ZFA:0001662	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002240	Purkinje cell layer corpus cerebelli	oio:hasDbXref	ZFA:0001706	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002241	Purkinje cell layer valvula cerebelli	oio:hasDbXref	ZFA:0001709	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2002244	supraoptic tract	oio:hasDbXref	ZFA:0001657	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005020	central artery	oio:hasDbXref	ZFA:0005020	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005021	cerebellar central artery	oio:hasDbXref	ZFA:0005021	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005031	dorsal longitudinal vein	oio:hasDbXref	ZFA:0005031	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005052	anterior mesencephalic central artery	oio:hasDbXref	ZFA:0005052	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005078	middle mesencephalic central artery	oio:hasDbXref	ZFA:0005078	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005079	posterior mesencephalic central artery	oio:hasDbXref	ZFA:0005079	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005219	choroid plexus vascular circuit	oio:hasDbXref	ZFA:0005219	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005248	trans-choroid plexus branch	oio:hasDbXref	ZFA:0005248	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005338	posterior recess	oio:hasDbXref	ZFA:0005338	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005339	nucleus of the lateral recess	oio:hasDbXref	ZFA:0005339	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2005340	nucleus of the posterior recess	oio:hasDbXref	ZFA:0005340	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2007001	dorso-rostral cluster	oio:hasDbXref	ZFA:0007001	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2007002	ventro-rostral cluster	oio:hasDbXref	ZFA:0007002	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2007003	ventro-caudal cluster	oio:hasDbXref	ZFA:0007003	semapv:UnspecifiedMatching	UBERON	ZFA
UBERON:2007004	epiphysial cluster	oio:hasDbXref	ZFA:0007004	semapv:UnspecifiedMatching	UBERON	ZFA

